Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Hourly UltraBullet Arena,Lichess.org,myposition,dhawalplayse4,1-0,1543,1512,2020.11.12,19:44:32,A01,15+0,Time forfeit,https://lichess.org/GNXtmuYC,b3 d5 Bb2 e6 Bxg7 Nf6 Bxh8 Bg7 Bxg7 Ke7 Bh6 Qg8 Be3 Qg5 Bd4 Qf5 Bb2 e5 e3 d4 g4 Nc6 gxf5 Ng4 Qxg4 h5 Qh4+ Ke8 Qxh5 Bxf5 Qh7 Bxc2 Qh8+ Kd7 Qxa8 Nb4 Qxb7 Nd3+ Bxd3 Bxd3 Nc3 Bc2 Nd5 Bxb3 Qxc7+ Ke6 Qc5 Kf5 Qb4 Ke4 Qxb3 d3 Qxd3+ Kxd3 Bc3 Ke4 Nf6+ Kf5 Nd7 e4 Ne5
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,bukarpodum2,0-1,1513,1886,2020.11.12,19:43:52,B02,15+0,Time forfeit,https://lichess.org/ebdhUdaX,e4 Nf6 d3 Nxe4 Nc3 Nf6 Nf3 g6 Be2 Bg7 Bd2 O-O Qc1 d5 O-O d4 h3 dxc3 Bxc3 e5 d4 e4 Bd3 exf3 Bxg6 fxg6 Qf4 Bxh3 Qe5 fxg2 Qd5+ Nxd5 f3 gxf1=Q+ Rxf1 Bxf1 Kxf1 Rxf3+ Ke2 Qg5 Kxf3 Qf4+ Kg2 Qf3+
Hourly UltraBullet Arena,Lichess.org,barkbagarn,dhawalplayse4,1-0,1397,1520,2020.11.12,19:43:07,B01,15+0,Time forfeit,https://lichess.org/gKix2utO,e4 d5 exd5 Nf6 Nf3 e6 Bd3 Qe7 O-O exd5 Qe2 c6 Re1 Be6 Qxe6 Nbd7 Bf5 Qxe6 Bxe6 Be7 d3 Ne5 Bg5 Nxf3+ gxf3 Ng4 fxg4 h6 Bxe7 f6 Bf5 Kf7 Bc5 g6 Nd2 gxf5 Nf3 fxg4 Nh4 Rhg8 f3 f5 Re2 f4 Rg2 gxf3 Rg4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,EAMM98,0-1,1527,1392,2020.11.12,19:42:32,B01,15+0,Time forfeit,https://lichess.org/puU1tmRC,e4 d5 d3 dxe4 c3 exd3 Qd2 Nc6 Na3 Nf6 Nc4 e6 Nf3 Bc5 Bxd3 Bxf2+ Kxf2 O-O Kg1 Re8 Qg5 e5 Nfxe5 Nxe5 Nxe5 Rxe5 Qxe5 Be6 Qe4 Qe7 Qxh7+ Kf8 Qh8+ Ng8 Bh7 Qc5+
Hourly UltraBullet Arena,Lichess.org,myposition,dhawalplayse4,1-0,1543,1533,2020.11.12,19:41:54,A00,15+0,Time forfeit,https://lichess.org/ZFOSx97a,d3 e5 Bd2 d6 Nc3 Nf6 f3 Be7 e4 Kf8 f4 Qd7 f5 Nc6 g4 Nd4 g5 Nxc2+ Qxc2 Ng4 h3 Bxg5 hxg4 Bxd2+ Qxd2 h6 O-O-O Qe7 Kb1 Qg5 Re1 Qxd2 Rd1 Qxd1+ Nxd1 d5 Be2 dxe4 Nf3 e3 Nxe5 Be6 Ng6+ fxg6 fxe6 g5 Rf1+ Ke7 d4 Rae8 d5 Ref8 d6+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,FaccioPena,0-1,1541,1379,2020.11.12,19:41:17,B06,15+0,Time forfeit,https://lichess.org/rM3ekgdS,e4 g6 d3 Bg7 Nc3 Bxc3+ bxc3 Nf6 Bb2 e5 Qd2 O-O Be2 Kg7 Nf3 d5 h4 dxe4 h5 exd3 h6+ Kg8 Ng5 Bf5 Nxh7 Nxh7 g3 Qg5 Bg4 Qxd2+ Kxd2 Bxg4 Kxd3 Nc6 c4 e4+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Modilla,0-1,1550,1305,2020.11.12,19:40:30,C00,15+0,Time forfeit,https://lichess.org/UA5ZAOta,e4 e6 d3 c6 Nc3 Be7 Nf3 Bf6 Be2 Bxc3+ Bd2 Bxb2 Rb1 Ba1 Rxa1 Nf6 Rb1 O-O c3 Qe7 Qb3 d5 d4 dxe4 Ng5 e5 Nh3 Be6 f3 Bxb3 fxe4 Bxa2 Rb2 Bb1 Rxb1 Nbd7 Rb2 Nb6 Bg5 Nc4 Bxf6 Qxf6 Rf1 Ne3 Rxf6 gxf6 Nf4 Kh8
Hourly UltraBullet Arena,Lichess.org,vukstrale,dhawalplayse4,0-1,1055,1550,2020.11.12,19:40:05,B01,15+0,Normal,https://lichess.org/xfWzjeIR,e4 d5 Qf3 e6 Nh3 dxe4 Ng5 exf3 Ne4 Nf6 gxf3 Nxe4 fxe4 Qf6 Bc4 Bc5 Bxe6 Qxf2+ Kd1 Bxe6 e5 Bg4#
Hourly UltraBullet Arena,Lichess.org,Martin2910,dhawalplayse4,0-1,1104,1549,2020.11.12,19:39:27,A00,15+0,Normal,https://lichess.org/FlaaJDBz,e3 d5 Bd3 e6 Nf3 Nf6 O-O Be7 Bb5+ Bd7 Ne5 c6 Nxd7 Qxd7 Bxc6 bxc6 Qe2 Na6 d3 Nc5 c4 Qd6 b3 e5 a4 e4 Ra3 exd3 Qxd3 Nxd3 Nc3 Nxc1 Nxd5 Ng4 c5 Qxh2#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Trevor_Belmontt,0-1,1552,1711,2020.11.12,19:38:47,B10,15+0,Time forfeit,https://lichess.org/SfSTNo2S,e4 c6 Nc3 d5 d3 d4 Nge2 dxc3 f3 Nf6 Bd2 e6 Bxc3 Be7 e5 O-O d4 Nd5 Qd3 Nxc3 Nf4 g6 bxc3 Bg5 g4 Bxf4 Qe4 Qh4+ Kd1 Bg5 f4 Nd7 Be2 Nc5 f5 Nxe4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Sts9_13,0-1,1555,1751,2020.11.12,19:38:23,C20,15+0,Normal,https://lichess.org/On8y3QtL,e4 e5 d3 Nc6 Nc3 Nf6 Be2 Bc5 Bd2 d6 Qc1 Bg4 Nf3 Bxf3 Bxf3 Nd4 h3 Nxf3+ gxf3 h5 Kf1 Nh7 Rg1 Qh4 Bg5 Qxf2#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,oscardurham,1-0,1554,800,2020.11.12,19:37:44,C20,15+0,Time forfeit,https://lichess.org/8sqYRZKX,e4 e5 d3 d6 Nc3 c6 Nf3 b6 Be2 a6 Bd2 f6 O-O g6 h3 h6 Qc1 f5 a3 fxe4 b3 exf3 Be3 fxe2 Rd1
Hourly UltraBullet Arena,Lichess.org,KILLERBISHOP888,dhawalplayse4,1-0,1758,1557,2020.11.12,19:36:58,B01,15+0,Time forfeit,https://lichess.org/BU7jSavn,e4 d5 Bc4 dxc4 Nf3 Bg4 d4 Bxf3 Qxf3 c5 c3 Nc6 d5 Ne5 Qe3 Nf3+ Qxf3 f5 Qe3 fxe4 Qxe4 g6 Qxc4 Nf6 Qxc5 Bg7 Qd4 Qd6 c4 Ng4 c5 Bxd4 cxd6 Bxf2+ Kf1 exd6 Nc3 Kd7 Bg5 Rhe8 h3 Re1+ Rxe1 Bxe1 Kxe1 h6 hxg4 Re8+ Kd2 Re5 Rxh6 Rxg5 Rh7+ Kc8 Rc7+ Kd8 Kc2
Hourly UltraBullet Arena,Lichess.org,glavih17,dhawalplayse4,1-0,2366,1557,2020.11.11,07:35:59,C00,15+0,Time forfeit,https://lichess.org/SqgIKU5m,e4 d5 d4 e6 Nf3 dxe4 Bd3 exf3 Qxf3 f6 O-O Nh6 Bxh6 gxh6 Nc3 Qe7 Rfe1 Rg8 Rxe6 Qxe6 Bb5+ Bd7 Bc4 Qe7 Rf1 Qg7 g3 h5 Qg2 h4 f3 h3 Qf2 f5 Re1+ Kd8 Bxg8 Nc6 Qe2 Nxd4 Qe8+
FM SchieberSpieler simul,Lichess.org,SchieberSpieler,dhawalplayse4,1-0,2539,1500,2020.11.10,14:20:17,D35,300+20,Time forfeit,https://lichess.org/Ozy8k0gF,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 Be6 Qb3 b6 e3 Nc6 Bb5 Qd7 Nf3 Bd6 Bxf6 gxf6 Rc1
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,ThundERRoar,0-1,1561,1659,2020.11.10,13:56:25,B00,15+0,Time forfeit,https://lichess.org/HNplBGxn,e4 b6 d3 Bb7 Nc3 a6 Be2 c5 Nf3 e6 Bd2 d5 Qc1 d4 Bf4 dxc3 e5 Nc6 Bg5 Nxe5 Bf4 Nxf3+ gxf3 f6 Bg5 e5 Bxf6 Be7 Bxe7 Nf6 Bxd8 Rxd8 d4 Ke7 d5 Bxd5 Bd3 Bxf3
Hourly UltraBullet Arena,Lichess.org,Yonane,dhawalplayse4,1-0,1357,1570,2020.11.10,13:55:42,A40,15+0,Time forfeit,https://lichess.org/9rDyH0P0,d4 e6 Bg5 d5 Bxd8 Kxd8 Nf3 Nf6 Ng5 Be7 Nxf7+ Ke8 Nxh8 Kf8 Nc3 Bd7 Nb5 g6 Nxc7 Nc6 Nxa8 Nxd4 Nc7 Nxc2+ Qxc2 e5 Qc5 Bxc5 Nxg6+ Kf7 Nxd5 Bb4+ Nxb4 Bb5 Nd3 a5 Ndxe5+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,hdjskxj,1-0,1569,1237,2020.11.10,13:54:59,A00,15+0,Time forfeit,https://lichess.org/1rHOUNhi,e4 d5 d3 dxe4 Nc3 exd3 Nge2 dxe2 Bxe2 Qxd1+ Bxd1 Nc6 O-O Bd7 Be3 O-O-O Nb5 g6 Nxa7+ Kb8 Nb5 f5 Nc3 e5 Be2 e4 Bd2 g5 Rad1 f4 Nd5 e3 Nxc7 Kxc7 Bxe3 fxe3 fxe3 Bd6 Rf7 Nh6 Rxd7+ Rxd7 e4 Rf8 e5 Rdf7 e6
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,mishgan23,1-0,1567,1192,2020.11.10,13:54:13,A00,15+0,Time forfeit,https://lichess.org/CNXnmclO,e4 d5 d3 dxe4 Nc3 exd3 Be2 c6 Qxd3 c5 Qxd8+ Kxd8 Nb5 Bd7 Nc3 Nc6 b3 b5 Bd2 a5 Nf3 Ra7 Ne5 Rc7 Nxf7+ Kc8 f3 Rb7 O-O-O Rb8 Bd3 Kb7 Bxb5 Ka7 Ba6 Kxa6 Nd5 Ka7 Nc7 Rc8 Ne6 Rc7 Nfd8 Rc8 Nxc6+ Rxc6 Nc7 Rb6 Nb5+ Rxb5 b4 Rb6 c3 Rb7 Be3 Rb8 Bxc5+
Hourly UltraBullet Arena,Lichess.org,LeBron2020,dhawalplayse4,1-0,2223,1568,2020.11.10,13:40:09,A00,15+0,Time forfeit,https://lichess.org/qdc8NLmf,c3 d5 d4 e6 Nf3 Nf6 Bf4 c6 Bg3 Nbd7 Nbd2 Bd6 Ne5 Bxe5 dxe5 Nxe5 Bxe5 Ng4 Bg3 Nxf2 Bxf2 e5 Nf3 e4 Nd4 e3 Bxe3 Qe7 Bf2 Qf6 e3 Qf5 Be2 Qd3 O-O Qc4 Bxc4 dxc4 Nf5 b5 Nxg7+ Kf8 Bh4 Kxg7 Bf6+ Kg6 Qh5+ Kxh5 Bxh8 Kg4 Be5 Kg5 Bg3 f6 Bf4+ Kg6 e4 Kg7 Rae1 Kh8 Bg3 Be6 Bh4 Rg8 Bxf6+ Rg7 Bxg7+ Kxg7 Rf4 Kg6 Re3 Bf5 Rf2 Kh5 Rg3 Kh4 Rxf5
Hourly UltraBullet Arena,Lichess.org,ahad1223,dhawalplayse4,0-1,1318,1565,2020.11.10,13:39:26,A06,15+0,Time forfeit,https://lichess.org/ZeCLNn9X,e4 d5 Nf3 dxe4 Ng5 e5 Nxe4 Nc6 Nbc3 Nf6 d3 Bc5 Nxf6+ Qxf6 Ne4 Qd6 Nxc5 Qxc5 Be3 Bf5 Bxc5 b6 Qe2 bxc5 d4 Be6 Qxe5 O-O Qd5 Rfe8 Qxc6 Bd5+ Qxe8+ Rxe8+ Be2 Be4 Kd2 Bxc2 Rae1 Be4 Bf3 f5 Bxe4 fxe4 f3 cxd4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Ritesh2010,0-1,1572,1524,2020.11.10,13:38:32,C20,15+0,Time forfeit,https://lichess.org/WKtTaPGh,e4 e5 d3 d6 Nc3 Qf6 Nf3 Qd8 Be2 Nf6 Bg5 Nc6 Bxf6 Qxf6 h4 Qd8 Nd5 Be7 c4 O-O c5 dxc5 b3 Be6 Qc2 Bxd5 exd5 Nd4 Kd2 Nxc2 Rac1 Qd7 Rxc2 Qd8 Nxe5 c6 Nf3 cxd5 h5 d4 g4 g6 g5 gxh5 Rxh5 Bxg5+ Nxg5 Qxg5+ Rxg5+ Kh8 Rg2 Rg8 Rc1 Rxg2 Rg1 Rxg1 Bf3 Rgg8 Bxb7 Rge8 Bxa8 Rxa8 b4 Rb8 b5 Rxb5 a4 Ra5 Ke2 Rxa4
Hourly UltraBullet Arena,Lichess.org,Nesha_Kavya_Gowda,dhawalplayse4,0-1,1174,1571,2020.11.10,13:37:48,A00,15+0,Time forfeit,https://lichess.org/y1i6FKMh,g3 d5 Bg2 e6 Nf3 Nf6 e3 Nc6 d3 Bd7 Nc3 Be7 Bd2 O-O Qe2 Qc8 O-O-O a6 a3 b5 b3 b4 Na2 a5 axb4 axb4 Nxb4 Ra1+ Kb2 Ra8 Nxc6 Qb7 Nxe7+ Kh8 Ng5 Qa7 e4 Qa3+ Kc3 Qa2 Kd4 Qa1+ Ke3 d4+ Kf3 c5
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,funky78,0-1,1579,1393,2020.11.10,13:37:05,C00,15+0,Time forfeit,https://lichess.org/tUUQ2weT,e4 e6 d3 Bb4+ Nc3 Bxc3+ Bd2 Nf6 Bxc3 Nxe4 dxe4 d5 Qd4 dxe4 h4 Qxd4 Bxd4 O-O Bxg7 Rd8 Bc3 Rd1+ Kxd1 Bd7 Ke2 Bb5+ Ke3 Be2 Kxe4 Nc6 Bxe2 Ne5 Bc4 Nd3 Bxd3 Re8 Kf3 e5 Ke2 f6 Nf3 e4 Nd4 exd3+ Kxd3 f5 Kc4 c5 Kb3 b5 Nxf5 c4+ Kb4 a6 a3 a5+ Kxb5 Ra8 Ka4 Rb8
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,MrSparrow,0-1,1583,1744,2020.11.10,13:36:22,B10,15+0,Time forfeit,https://lichess.org/n4KiKcN9,e4 c6 d3 d5 Nc3 e6 exd5 exd5 Qe2+ Be7 Be3 Nf6 Nf3 O-O Ng5 Bg4 d4 Bxe2 Bxe2 c5 Bd3 cxd4 Bxd4 Nc6 Bxf6 d4 Bxh7+ Kh8 Bxg7+ Kxg7 h4 Bxg5 h5 Bh6 g3 dxc3 g4 Re8+ Kf1 Qe7 Kg2 Qe2 Rhe1 Qf3+ Kxf3 Rxe1 Kg2 Kxh7 Rxe1 Kg7 Re7 Re8 Rxf7+ Kxf7 g5 Re2 g6+ Kg7 Kf3 Rxc2 b3 Rb2 b4 Rxa2 b5 Rb2 bxc6 bxc6
Hourly UltraBullet Arena,Lichess.org,txlex786,dhawalplayse4,0-1,1190,1581,2020.11.10,13:35:38,B01,15+0,Time forfeit,https://lichess.org/2a8ivTK7,e4 d5 Bb5+ c6 Bxc6+ Nxc6 b3 a6 c3 dxe4 d3 e6 Qe2 Qd4 Qd1 exd3 Qxd3 Qb4 Qd2 Qc5 Qd1 Bd6 Bd2 Bd7 Be3 Ne5 Bxc5 Nd3+ Ke2 Nxc5 Qd3 f5 Qd1 Ne4 Qc1 Nxc3+ Qxc3 Be5 Qc2 Bd4 Qc1 Bb5+
Hourly UltraBullet Arena,Lichess.org,chessmaster123489,dhawalplayse4,1-0,1554,1588,2020.11.10,13:34:40,A06,15+0,Time forfeit,https://lichess.org/Vyb9NMjo,e4 d5 Nf3 e6 g3 Nf6 exd5 Nxd5 Bg2 f6 O-O f5 d3 e5 Nc3 Nc6 Nxd5 Qxd5 d4 Qf7 c4 Be7 d5 Be6 dxc6 Rd8 c5 Rxd1 b4 Rxf1+ Kxf1 Bxc5 Kg1 Bb6 Bf1 Bd5 Be3 Bxf3 Bxb6 e4 Bxa7 e3 fxe3 Qd5 Kf2 Bh1 Ke1 Qf3 Kd2 Qxe3+ Kxe3 Kf7 Kd2 Re8 Kd3 Re5 Kc3 Rd5 Kc4 Be4 Kc3 Bd3 Kb2 Bc4 Kc2 Rd2+ Kxd2 Bd3 Ke3 g6 Kf4 g5+ Kf3 h6 h3 g4+ hxg4 f4 gxf4 Be4+ Ke3 Kg6 Kxe4 h5 Ke5 h4 g5 h3 f5+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Alpermessi,0-1,1589,1992,2020.11.10,13:34:07,C00,15+0,Normal,https://lichess.org/AXSk0ebG,e4 e6 d3 d5 Qe2 Nf6 exd5 Nxd5 Nf3 Nf6 c4 Bb4+ Bd2 Bxd2+ Kxd2 O-O Nc3 Re8 Ne4 e5 Nxf6+ Qxf6 Nxe5 Qxe5 Qd1 Nc6 Qb3 Nd4 Be2 Qxe2+ Kc3 Nxb3 axb3 Bf5 Raf1 Qxd3+ Kb4 a5+ Ka3 a4 Rd1 Qxb3#
Hourly UltraBullet Arena,Lichess.org,aDvAyRg,dhawalplayse4,0-1,1235,1587,2020.11.10,13:33:22,B01,15+0,Time forfeit,https://lichess.org/6GFWuKRQ,e4 d5 f3 e6 g3 Nf6 f4 Nc6 g4 Bd7 g5 Ng8 h3 f6 h4 fxg5 Rh2 g6 Rg2 h6 Rxg5 hxg5 hxg5 Rh4 Nh3 Be7 Qe2 Bxg5 Qh2 Bxf4 Ng5 Bxh2 Nh7 Rf4 Nf8 Rxe4+ Kd1 Kxf8 d3 Rf4 Kd2 Qh4 d4 Qf2+ Kc3 Qe3+ Bd3 Na5 Kb4 Rxd4+ Kxa5 Rb4 a3 Rb5+ Ka4 Qb6
Hourly UltraBullet Arena,Lichess.org,drinkman,dhawalplayse4,0-1,1652,1580,2020.11.10,13:32:41,A06,15+0,Normal,https://lichess.org/NxPPrdCu,d3 d5 Nf3 e6 Bg5 Nf6 Bxf6 Qxf6 e4 Nc6 e5 Bd7 d4 Qe7 c3 f6 Bb5 a6 Bxc6 Bxc6 Nbd2 b5 c4 fxe5 cxd5 Bxd5 Nxe5 c5 O-O Qb7 Qh5+ g6 Qxg6+ hxg6 f4 Bxg2 f5 gxf5 Rf2 Bh1 Rg2 Qxg2#
Piket,Lichess.org,dhawalplayse4,Skillcam,0-1,1757,2418,2020.11.10,13:20:37,B23,60+3,Normal,https://lichess.org/PyCpSb9q,e4 c5 Nc3 d6 Bc4 a6 f4 b5 Be2 Nc6 d3 g6 Nf3 Bg7 Bd2 Bb7 Rb1 e6 a3 Nge7 Na2 O-O h4 f5 Bc3 Nd4 Nd2 fxe4 dxe4 Rxf4 g3 Rf7 Nf3 Nxf3+ Bxf3 Bxc3+ Nxc3 Nc6 h5 Nd4 Bg2 Qg5 hxg6 Qxg3+ Kd2 Qxg2+ Kc1 Qg5+ Qd2 Qxd2+ Kxd2 hxg6 Rbg1 Kg7 Ne2 Nf3+ Ke3 Nxg1 Rxg1 d5 c3 dxe4 Nf4 Rf6 Rd1 Raf8 Rd7+ R8f7 Rxf7+ Rxf7 b4 cxb4 axb4 e5 Ne6+ Kh6 Nc5 Rf3+ Ke2 Bd5 Nxa6 Rxc3 Nc5 Rxc5 bxc5 b4 Kd2 b3 Kc3 e3 Kd3 b2 Kc2 e2 c6 e1=Q c7 Qc1+ Kd3 b1=Q+ Ke2 Qe1#
Piket,Lichess.org,anthony_Mas,dhawalplayse4,0-1,1465,1757,2020.11.10,13:16:00,?,60+3,Time forfeit,https://lichess.org/C1R4ulQq,
1000 members celebration,Lichess.org,siddhantkowshik,dhawalplayse4,1-0,1296,1795,2020.11.10,13:00:00,A00,60+0,Time forfeit,https://lichess.org/8TYNYlEA,g3
Hourly UltraBullet Arena,Lichess.org,Sambucan83,dhawalplayse4,1-0,1599,1586,2020.11.10,06:30:04,C00,15+0,Time forfeit,https://lichess.org/cUY7wHsW,e4 e6 Nf3 d5 exd5 Nf6 d4 Nxd5 Be2 Nf6 Kf1 Nbd7 g3 b6 Kg2 Bb7 Rf1 c6 Kg1 Be7 Re1 O-O Bf1 Nb8 Bg2 Qc7 Rf1 Bd6 Nc3 e5 Bg5 e4 Bxf6 gxf6 Nh4 Kh8 Nf5 Rg8 Qh5 Rg6 Nh6 Nd7 Nxf7+ Kg7 Ng5 fxg5 Qxh7+ Kxh7 Bxe4 Kg7 Bxg6 Nf6 h4 Ng4 h5 Nxf2 h6+
Rated bullet game,Lichess.org,HadiMohammadzade,dhawalplayse4,1-0,1852,1820,2020.11.10,04:49:00,A00,60+0,Normal,https://lichess.org/gZOyueP5,d3 d5 e4 e6 exd5 exd5 Nc3 Nc6 Bd2 Bf5 Nf3 Nf6 Be2 Bd6 O-O Qe7 d4 O-O Bd3 Qd7 Bxf5 Rae8 Bxd7 Nxd7 Re1 Nb6 Rxe8 Rxe8 Ne2 Nc4 Be3 Nxe3 fxe3 Rxe3 Qd2 Bf4 Nxf4 Nxd4 Qxe3 Nxc2 Qe8#
Rated bullet game,Lichess.org,dhawalplayse4,Tal_is_amazing,0-1,1825,1898,2020.11.10,04:46:36,B23,60+0,Time forfeit,https://lichess.org/3a3sbKrl,e4 c5 Nc3 d6 Bc4 Nc6 d3 e6 Nf3 g6 Be3 Bg7 Qd2 Nge7 O-O-O O-O h3 Rb8 Bh6 a6 Bxg7 Kxg7 h4 h6 h5 g5 Nxg5 hxg5 Qxg5+ Kh7 h6 Rg8 Qf4 Ng6 Qxf7+ Kh8 Bxe6 Bxe6 Qxe6 Qe7 Qg4 Nce5 Qh3 Qg5+ Kb1 Rbf8 Nd5 b5 f4 Nxf4 Nxf4 Qxf4 Qe6 Qf6 Qd7 Rd8 Qc7 Rc8 Qb7 Rb8 Qxa6 b4 Rdf1 Qg6 Qa7 Rbf8 Rxf8 Rxf8 Re1 Rf7 Qb8+ Kh7 Qb6 Qxh6 Qb5 Qg6 Qa4 Kg7 a3 Qf6 Qb3 Qg6 Ka2 Ng4 Rb1 Ne3 c3 Nc2 Qxc2 Qf6 Qb3 bxc3 bxc3 Qf4 Qb6 Qf2+ Kb3 Qf4 Ka4 Qf6 c4 Rd7 Rb5 d5 Qc6 Qf7 Qxd7 Qe7 Rb7 Qxd7+
Rated bullet game,Lichess.org,TomatuYucota,dhawalplayse4,0-1,1825,1819,2020.11.10,04:44:11,B01,60+0,Time forfeit,https://lichess.org/fAO4aijo,e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Nc6 c4 Nf6 Nc3 e6 Bg5 Bb4 Be2 h6 Bh4 g5 Bg3 Ne4 Qc2 f5 Be5 Nxe5 dxe5 Bd7 Rd1 Qe7 a3 Ba5 b4 Nxc3 Qxc3 Bb6 c5 Ba4 Rc1 g4 Nd4 Rd8 cxb6 axb6 Nb3 Rd7 O-O O-O Rfd1 Qg7 Rxd7 Bxd7 Nd2 f4 Bd3 Bc6 Be4 g3 Bxc6 gxh2+ Kxh2 bxc6 Qxc6 Rf5 Qf3 Qg6 Ne4 Rh5+ Kg1 Qf7 Rc6 b5 Rc5 Rg5 Rxb5 Qg7 Rb8+ Kh7 Rb5 Rxg2+ Qxg2 Qxg2+ Kxg2 h5 Kf3 h4 Kxf4 h3
Rated bullet game,Lichess.org,rraodp,dhawalplayse4,1-0,1835,1824,2020.11.10,04:41:47,B01,60+0,Time forfeit,https://lichess.org/NL57bm5W,e4 d5 e5 f6 Nf3 fxe5 Nxe5 Nc6 Qh5+ g6 Nxg6 Nf6 Qh4 hxg6 Qxh8 Bf5 d3 Nh5 Bh6 Kd7 h3 e6 g4 Qe7 Bxf8 Rxf8 Qc3 Ne5 gxh5 Nf3+ Kd1 Qg5 Be2 Qg2 Rf1 Bxh3 Nd2 Ng1 Qe5 Nxe2 Qxe2 Bg4 f3 Bxf3 Nxf3 Qxe2+ Kxe2 Kd6 c3 e5 d4 e4 Ne5 Re8 Rf6+ Re6 Rxe6+ Kxe6 hxg6 c5 Rg1 cxd4 cxd4 Kd6 g7 Kc7 g8=Q Kb6 Qxd5 Ka6 Rg6+ b6 Qc5 Kb7 Qc6+ Ka6 Qa4+ Kb7 Rg7+ Kb8 Qc6
Rated bullet game,Lichess.org,taydmo,dhawalplayse4,1-0,1855,1830,2020.11.09,20:02:26,B01,60+0,Normal,https://lichess.org/AkWDS5B7,e4 d5 exd5 Nf6 d4 Nxd5 Bc4 Nf6 Nf3 e6 O-O Nc6 Bg5 Bd6 Bxf6 Qxf6 d5 exd5 Bxd5 O-O Bxc6 bxc6 Re1 Bb7 Nc3 c5 Nd5 Qh6 a4 Rae8 Rxe8 Rxe8 h3 Re4 Qd3 Qg6 Qb5 Bxd5 Qb8+ Bf8 Qxa7 Rc4 Qxc7 Bxf3 g3 Rxc2 Re1 c4 Re8 f6 Qd8 h6 Rxf8+ Kh7 Rh8#
Rated bullet game,Lichess.org,dhawalplayse4,1219,0-1,1834,1936,2020.11.09,19:59:53,B00,60+0,Time forfeit,https://lichess.org/K3iMrkBH,e4 f6 d4 c6 Nf3 e5 dxe5 fxe5 Nc3 Nf6 Bc4 d6 h3 Qe7 Bg5 Be6 Bb3 Bxb3 axb3 h6 Bxf6 Qxf6 Qd2 Be7 O-O-O O-O g3 b5 Nh4 a5 f4 exf4 Rdf1 a4 Rxf4 Qxf4 gxf4 Bxh4 Ne2 axb3 cxb3 Ra1+ Kc2 Rxh1 Qxd6 Rh2 Qe6+ Kh8 Kd3 Na6 Qd6 Rf6 Qd8+ Kh7 Qd4 c5 Qc3 c4+ bxc4 bxc4+ Qxc4 Rxh3+ Kc2 Rh2 e5 Rxe2+ Qxe2 Rc6+ Kd3 Nb4+ Kd4 Be7 Qe4+ Kg8 Ke3 Bc5+ Kf3 Re6 Qf5 Re8 Qc8 Rf8 Qe6+ Kh8 Qc4 Be3 Qc5 Bxf4 Kg4 Bxe5 Kh5 Bf6 Qd5 Kh7 Qg8+ Kxg8 Kg4 Rf7 Kf3 Rd7 Ke2 Rd6 Ke1 Rc6 Kf1 Rc5 Kg2 Rc4 Kg3 Rc3+
Rated bullet game,Lichess.org,dhawalplayse4,zakhar_yermak,1-0,1827,1859,2020.11.09,19:57:24,B00,60+0,Time forfeit,https://lichess.org/GjtmfLGT,e4 b6 d4 Bb7 Nc3 d6 Nf3 Nd7 Bc4 Ngf6 e5 dxe5 dxe5 Bxf3 Qxf3 Nxe5 Qe2 Nxc4 Qxc4 e6 Bf4 Bd6 O-O-O O-O h4 Bxf4+ Qxf4 Qe7 h5 h6 g4 Rad8 Rde1 Qd6 Qe3 Nxg4 Qe2 Nf6 f4 Qxf4+ Kb1 Qd2 Qf3 c5 Rhg1 Kh8 Qg3 Qg5 Qxg5 hxg5 Rxg5 Rd4 Reg1 Rg8 h6 g6 h7 Rg7 Rh1 Rxh7 Ne2 Rxh1+ Nc1 Rxc1+ Kxc1 Rg4 b3 Rxg5 Kb2 Rg2 a3
